text,sentiment,split
"What can I say about this band, I was hooked in 68, I was a ten year old kid, I grew up on the Blues though my Dad, then these guys from the Midlands came along, a fusion of Country rock, Heavy Rock and Blues, I wish I could have got to see them live in the early years, I was lucky enough to be there in 79(Knebworth) that was the best concert I've seen to date, I hope a full version of that hot August night will be realest soon. This CD gave me a chance to see the boys over and over again, The Song remains the same is great but This CD gets down to the nitty gritty.<br /><br />Long live the Zepp.",1,test
well i wasn't sure what the film was going to be like as i had only seen a little clip but i was thinking its going to be good and i was right i watched it twice on the day i got it and well it is my favourite film.<br /><br />i think Alison Lohan played the part of beth really well she is such a grate actress and the writer must have gone into a lot of research to find out about bulimia although the ending when beth is in the hospital an has 2 Horus observation after meals because iv been told like 1 house is OK and also that hospitals doesn't help bulimics as iv been told which is probably why I'm still at home even tho my sister and mum would like to have me hospitalised as i to have bulimia but this is a grate film i recommend it to any one with or with out an eating disorder or for people who know some one with eating disorders as it can let them in to the lives of a bulimic person and see the world how they do a bit over all a grate film and i recommend it to any one and any type of person,1,train
"There's no denying the first Azumi film was a commercial product; it was an adaptation of a popular manga and had cast of young, attractive actors and certainly wasn't lacking in the budget department. Yet it more than entertained for what it was, and I can't deny I enjoyed it immensely.<br /><br />""Azumi 2"" lacks just about everything that made the original so wonderful. The first thing that should set alarm bells ringing is the absence of the superb Ryuhei Kitamura at the helm. With him, he seemed to take not only his own visual flair and kinetics, but the originals style, beauty and most importantly, its heart. While the first had a simple ""hitlist"" plot, this one has a corkscrew mess of a story, with too many dull characters stabbing each other in the back so many times the potential for any sympathy or pathos is obliterated. Gone is the effective interplay between the lead characters; Azumi and her cohorts are often reduced to a bunch of stroppy teenagers arguing in a forest. Characterisation is non existent; if anyone watching actually cares who lives and who dies, I'll be shocked. The same applies to the villains here. The final battle - in fact all the battles - are completely devoid of any sort of tension. The fact that they are poorly choreographed and abysmally directed - not to mention few and far between - is made a sideline by their own sheer pointlessness. The villains themselves try far too hard to be campy, and even if they were all combined, they don't come within a country mile of the Pete Burnsian antics of Jo Odagiri in the original.<br /><br />####Major Spoiler at end of paragraph!##### <br /><br />Aya Ueto tries her best it has to be said, and she also managed to keep her hair in good condition between the films. Azumi is now a fully fledged assassin, meaning she can wave her sword around in slow motion; unfortunately, now the character is instilled with a sort of Man With No Name style mysteriousness, Ueto's model looks become even more inappropriate. I know this is supposed to be the point, but this combined with the ineffectiveness of everyone else in the film, the stupidity of the plot and the general ineptness of the film in general means it is downright impossible to get behind her character this time around. The less said about Chiaki ""Remember me from Kill Bill"" Kuriyama's performance the better; it suffices to say her ""turn"" from good to evil is about as subtle as napalm.<br /><br />Overall, this was just a colossal disappointment. Any merits is does have were done ten times better in the first film. A lazy, unsatisfying - and generally downright boring - mess.",0,train
"Horrible Horrible movie, i still can't believe my friend talked me into seeing this! No plot, bad acting, unfunny scenes, and very very stupid dialogue. All i have to say is that this movie is the worst movie i have seen and it's worse than Halloween III which i gave 0 stars too. So i give it 0 stars and a 0 out of 10, well on here a 1, but you get the point.",0,test
"The previous reviewer has said it exactly. I saw it once, was enchanted, saw it a second time when it was re-broadcast within a week or two of the first airing. I still remember some of the scenes. The setting is the opening of the 20th century, the war referred to in the title is World War I. One of the scenes was set in a women-only section of a public place, which was an interesting historical note. The moment when one of the women first touches the other is one of my all-time great movie moments. I don't think of this as a ""gay movie,"" it's an interesting and tender period love story, where the two principals happen to be women. I would love to see this movie again; I would buy this one if it ever came out on DVD.",1,train
"Running only seventy-two minutes, this small, overlooked 2006 dramedy is really just a two-character sketch piece but one that works very well within its limitations. Taking place almost entirely in various, non-descript spots in southern Los Angeles, the story itself is inconsequential, but like Sofia Coppola's ""Lost in Translation"", the film is far more about two strangers who meet unexpectedly, find a common bond and go back to their lives enlightened for the momentous encounter. It also helps considerably that Morgan Freeman and Paz Vega are playing the characters. Finally freed of the wise sages and authority figures beyond reproach that have become his big-screen specialty, Freeman seems comparatively liberated as a somewhat self-indulgent movie star. His character is driven to a low-rent grocery store in Carson, where he will be able to research a role he is considering in an indie film.<br /><br />Out of work for a few years, he is embarrassed when he sees DVDs of his films in the bargain bin, but his ego is such that he does not lack the temerity to watch and even mimic the enervated store staff. Of particular fascination to him is Scarlet, an embittered worker from Spain and relegated to the express line where she is the unsung model of efficiency. She has an interview for a secretarial job at a construction company, but her deep-seeded insecurity seems to defeat her chances already. Still looking like Penelope Cruz's Amazonian sister, the beautiful Vega (one of the few redeemable aspects of James L. Brooks' execrable ""Spanglish"") brings a stinging edge and realistic vulnerability to Scarlet. She and Freeman interplay very well throughout the story, which includes stops not only at the grocery store but also at Target, Arby's and a full-service carwash. Nothing earth-shattering happens except to show how two people realize the resonating transience of chance encounters.<br /><br />Silberling keeps the proceedings simple, but the production also reflects expert craftsmanship in Phedon Papamichael's vibrant cinematography (he lensed Alexander Payne's ""Sideways"") and the infectious score by Brazilian composer Antonio Pinto (""City of God""). There are fast cameos by Bobby Cannavale (as Scarlet's soon-to-be-ex-husband) and as themselves, Danny DeVito and Rhea Perlman, as well as a funny bits with Jonah Hill (""Knocked Up"") as the clueless driver and Jim Parsons (the ""knight"" in ""Garden State"") as a worshipful receptionist. The 2007 DVD is overstuffed with extras, including a making-of documentary, ""15 Days or Less"", aimed at film students and running a marathon 103 minutes; six extended scenes; a light-hearted but insightful three-way conversation between Silberling, Freeman and Vega in the middle of Target; and a couple of snippets that specifically advertise the DVD.",1,train
"The plot of the movie is pretty simple : a viral outbreak turned the population into flesh-eating zombies. Those who left became ""hunters"".<br /><br />Well, first of all, this IS NOT the worst zombie movie there is. Among the worst are ""Zombiez"" and the infamous ""Zombie Lake"".<br /><br />In fact i think, the idea for ""Quick and the Undead"" was very good, just executed poorly. Considering the budget they had to work with, this movie looks very good. I wasn't bored at all while watching it. Special Effects were solid, although they did use CGI once (fat zombie getting shot in the head), but everything else (gore, guts) was rather good. Acting is awful however. Our main guy looks like young Clint Eastwood, other ""actors"" are not even worth mentioning. As far as the plot goes, they didn't work enough on the development of the story.<br /><br />Bad : acting, low-budget. Good : special effects, idea for the movie.<br /><br />Overall, this flick deserves 4/10 from me. It's not as bad as people say. Imagine a ZOMBIE WESTERN, then watch this movie.",0,test
"Not knowing what this film was about, I checked it out at the video store and after seeing it, I enjoyed it. Little seen multi-genre flick from director Bernard Rose (Candyman, Immortal Beloved). Great story and characters. As a fan of Glenne Healdy's, I was surprised of her british accent. The only exception for this film was the ending. However, it is worth the rent.",1,train
"speaking solely as a movie, i didn't really liked it. not because there were no FX or because we had a single cabin as the scenario for the whole film, actually that was what kept me watching it.<br /><br />i didn't like it because the acting was shady, his ""friends"" are all happy and then they're mad, but you have no idea why; then they take distinct roles, one is the believer, other is the antagonist, but they never really make the point! also, the lighting was terrible and i'm just mentioning technical issues.<br /><br />in a few words, i thing the movie could have just had a ""ok i'm outta here!"" from some characters. like the lady who doesn't want to hear his version of the bible.<br /><br />about the story itself, everyone is free to write about what they want, and the story is proof of some good writing and imagination. i credit the book author for that, hence, my 4/10.<br /><br />so, in the end, hear the man's story believe it or not, just don't spend the whole time acting like you believe him and being shocked at what he says, and at the same time moving around and making jokes like you don't believe him.<br /><br />Coherence.<br /><br />thanks for reading ;)",0,train
"Spoilers... if such a thing is possible... . . . . . . . As a rabid Robin Williams fan, I felt it necessary to buy this film as first on-screen appearance. Wow... I could not imagine a more mind-numbing movie. Essentially, the movie takes one bad joke after another that your uncle Artie would tell you after dinner and dramatizes them. Robin Williams plays a lawyer in a 30 sec skit.<br /><br />I'm all for bawdy humor, but this humor wasn't pleasantly vulgar, or ribald... it was just mind-numbing. There are no redeeming qualities to this film, other than Robin Williams fanatics, like me, who simply have to own every piece of film.",0,train
"This really is an incredible film. Not only does it document the eternal struggle of indigenous and disenfranchised people to gain their rightful voice but it also shows the United States up for its dishonesty, subterfuge, and blatant disregard for human rights and self-determination. Chavez is shown as a very brave and charismatic leader struggling against what can only be characterized as a despicable elite devoid of any sense of proportion or justice. These filmmakers have recorded a coup unlike anything witnessed before.<br /><br />And in the cross hairs we see the USA, once again pulling the strings and blurring all sense of reality. It's heart-breaking to watch the initial stages of the revolt knowing full well that the subversion of democracy that we're witnessing is a tool long used by successive American governments and their seemingly blinkered citizens. The footage makes it clear that this is not a manipulation of TV or generic footage but an active documentation of a people and its government fighting for its future. Truly a moving experience for anyone with a conscience. These Irish film makers deserve our gratitude. Long live Chavez.<br /><br />We need to enshrine the notion that each country must be allowed to choose its government and to develop in ways that the majority sees fit. First phase in this process is the need to know what the realities of the situation are, and this documentary does a great job of doing just that.",1,train
"I love horror movies that brings out a real amount of mystery like say ""silent hill"" ( which i found to be quite good, but still, was missing something ) and movies that keeps you guessing, this i thought was one of those movies. At first the movie starts out with some really good suspense and builds up a good starting point for a good horror scene, but after that it just rolls down the hill and from there it only goes faster and faster down. I mentioned silent hill at first for a reason because i can see a lot of ""stolen"" themes from that movie in here.. All in all i would say, watch silent hill instead of this one, its better, its more scary, it has a lot more suspense and also the ending is a lot better.. And best of all, you wont feel ripped off as i did with this one.. This just seems to be one of those ""i like that movie so I'm gonna re-make it in my own really bad version"" kinda movie.. Oh and one more thing... Lordi.. in a horror movie... thats like trying to scare a kid with a care bear who has ""hug me and i will love you forever"" written on the stomach of it..",0,train
"But I still enjoyed watching her, so I gave it a 3 instead of a 1. Her expressions are priceless. Some of the other cast members (e.g., Michael McKean) are really slumming, too. The cat himself is somewhat amusing. Aside from that, the movie is all cliche, culminating in a much-too-long car chase. (It's also at this point that the movie becomes unnecessarily crude, having been very ""family"" until then.)",0,test
"As I watched this movie, and I began to see its' characters develop I could feel this would be an excellent picture. When you get that feeling, and the movie indeed fills those expectations the experience is rare. I had that very feeling throughout this movie. Robert DeNiro and Cuba Gooding Junior played riveting and amazingly strong parts which were both Oscar worthy. The supporting cast was equally as strong creating a winning foundation for the picture to grow on. I can say without any hesitation at all, see this movie it will not disappoint.",1,train
"Children love dinosaurs. It's somewhat part of their culture. But they've got The Land Before Time. The original. At least that movie had heart. This. This movie is just plain pathetic. Just because kids love dinosaurs doesn't mean you can just slap together any old story and show it to the children. This movie has no plot, the whole premise is stupid, and it's more by the numbers stuff. Not as soul sucking as Theodore Rex, but it's lightyears away from being a Land Before Time.",0,train
"I was very surprised to learn that Goldie Hawn won an Oscar for this film. She seemed very lifeless and completely schooled by the 54(!) year old Bergman in the scenes where they are side by side. If it had been written today, I think that Bergman and the young man Ivan would have wound up together (Ingrid is so much hotter than Goldie...) and the two self-absorbed characters played by Matthau and Hawn would be left out in the cold. But it was written at the end of 60's and feels like Plaza Suite or Barefoot in the Park. However, Matthau's one-liners, Hawn's innocence and Bergman's classy performance make this quite pleasant to watch.",1,test
"How did this become a blockbuster? Dear God I don't know where to start why this movie sucked too much. The movie was predictable & there was no originality. The only thing I can admire is the acting of some characters. The movie was too bright, they should have done something with the lighting, eg. making the environment more darker. The make up on certain dead characters made this movie look like a 1970 horror flick. This is 2006! People don't get scared by other people wearing heavy make up. Most of the horror scenes we're taken from other Hollywood or Asian horror movies. Total rip off! This is why I don't watch tagalog movies. The only reason why so many people ""screamed"" while watching this movie is because of conformity. How many times do we have to copy scenes from The Ring and improvise it that instead of the girl coming out of the TV, its now coming from the window next door? No matter how you put it, ITS STILL A RIP OFF. If you want a good horror movie, go watch the 50 best horror movie listed on this website.",0,train
"I have one word to someup this movie, WOW! I saw ""Darius Goes West"" at the Tribeca Film Festival. People in the theater were sobbing. This movie shows the hardships that Darius sufferes with Muscular Dystrophy. The movie was very well done and really made you part of the movie, I WAS SO emotionally moved by the movie because it made us remember that we are very fortunate to be perfectly healthy, some people in this world are less fortuate then us. And sometimes we should give them a had and help them, to the very end. I would give them ten stars, they gave Darius a had when they weren't asked to, they did't do it for the money they did it for a friend in need, Darius, the world should know, Darius went west.",1,train
"Sistas in da hood. Looking for revenge and bling bling. Except da hood is a wild west town in the late 1800s. I do not remember any westerns like this when I was growing up. What would Randolph Scott say? If he saw Lil' Kim, he might say, ""Alright! I have to admit that I tuned into this just to see her. Bare midriffs and low cut blouses are not the staple of the usual cowboy flick, but these are the cowgirls, and they are fine.<br /><br />Now, don't go looking for any major story here, and the usual stuff of ghetto crime drama are here in a different setting. And, when's the last time you heard John Wayne call someone, ""Dawg""? And, I don't remember the Earp brothers hugging and kissing before they marched to the OK Corral.<br /><br />I watch this on BET, so I missed the action that got it an R rating, but I doubt if I will buy the DVD to see it unless I can be assured it was Lil' Kim in that action.",0,train
"Antonioni really showed some 'cojones' when he had this movie made. He went to America working under a contract from the most lavish studio (MGM) and he made the most damning portrait of American society i've ever seen. Having seen LA first hand this is the most accurate portrayal of the crowded, overheated and impersonal city. If only Antonioni had met Bill Hicks...<br /><br />The subsequent burial by the studio is understandable, after such a whopping investment and dismal return. It is sad that people don't get to see this film any more as i believe Antonioni has been proved right. Here he predicts the end of the hippie/civil rights movement in the politics of America. Everyone is much more interested in what goes into their pockets and the relentless expansion of living space into the inhospitable (yet beautiful) desert and beyond. How i would love to see interest in this film re-kindled and a lavish DVD release.<br /><br />I beseech people to watch Zabriskie Point with an open mind and an open heart. We have a genuinely unique film commenting on a turning point in the history of the most powerful nation on the planet, and we have forgotten about it.<br /><br />An unexpected gem.",1,train
"I shall begin with a disclaimer: This movie is NOT recommended for anyone who lack interest or have never played FF7 the game before watching. The movie relies on the audience's knowledge of each character in the game to convey story plot elements. And it does so very subtly. Do your homework before watching this wonderful piece of CG film and I promise it'll be that much better.<br /><br />With that in mind, this film has some of the most spectacular CG sequences I have ever witnessed. The whole experience felt like an extra long FMV sequence from the game, on steroids. Yeah. The attention to detail in each scene, especially in the heavy action oriented ones, is so impeccable it left me with a sense of awe.<br /><br />I believe the soundtrack is simplified so as to help the audience focus on the animation quality more than the music. Again, for those who are familiar with the FF7 story and background, the music should not surprise anyone (although the timing and placement of each soundtrack from the original accompany each scene and mood to the point where the music simply enhances the animation).<br /><br />Once again, I myself having only played through FF7 once, thoroughly enjoyed this piece of art from Square Enix. And that is the feel in most scenes, choreographed and organized. Like a dance.<br /><br />In short, if you enjoyed the music or the game Final Fantasy 7, this film will blow you out of the water. If you're in the unfortunate majority who has not experienced the goodness known as FF7 on Playstation or PC, doing so before watching the movie will allow for an exponentially greater experience.<br /><br />Finally, I just want to make a note of the quality in animating this film. Characters move with fluidity. Each scene background comes to life and tells its own story. For those who criticize the thinness and dependency of the story plot, I urge you to reexamine the animation. Facial reactions, subtle clues that bring about another level of entertainment above the typical narration method of story plot delivery.<br /><br />Square Enix and the great Tetsuya Nomura has set a new bar for quality animation and storytelling. Advent Children has ushered in a new era for CG animations, allowing the subtleties that lie in each character to speak volumes in and of themselves.<br /><br />Thanks Square Enix. The wait was well worth it.",1,test
"This film contains more action before the opening credits than are in entire Hollywood films of this sort. This film is produced by Tsui Hark and stars Jet Li. This team has brought you many worthy Hong Kong cinema productions, including the Once Upon A Time in China series. The action was fast and furious with amazing wire work. I only saw the wires in two shots. Aside from the action, the story itself was strong and not just used as filler. To find any other action films to rival this you must look for a Hong Kong cinema outlet in your area. They are really worth checking out and usually never disappoint.",1,train
"If your a child of the 80's and have not seen this movie you have failed to be a true child of the 80's. How can you not love those great chipmunks (don't forget about the chippettes), lines, and songs. Years later i can still sing every word to every song. The story line is great and much better then the films for kids today. It's just pure fun and worth the rent, even if your all grown up.",1,test
"I have never commented on IMDb before, but I feel I have to after watching The Batman animation. Its absolute rubbish! Warner Brothers had the perfect animation series in Batman in the early 90s so what the hell are they doing trying to mess with the winning formula? I feel like writing a complaint letter to WB. The original animation was dark and brooding, exactly the way Batman was intended to be. WB had to mess this up with some tripe Batman of the Future. Now they produce this drivel. The Joker doesn't remotely resemble the Joker from DC comics. DC should sue. I urge everyone who agrees with me to email or write to WB and use people power to get back the original formula",0,train
"THE CELL fascinated me at first glance. I was a bit surprised about that fact, because the story of that movie is absolutely boring. If it had no story, the film would be better. Bunuels ""Un chien andalou"" comes to my mind- a film without story, but also with fascinating and sometimes disturbing images. But THE CELL is at first a Hollywood-Movie, and only second a piece of art. I'm very interested in Tarsem's next project. Hamlet on Indian could be very interesting, especially when it has the same looks as THE CELL.<br /><br />For film music enthusiasts: Howard Shore's score for THE CELL is absolutely marvelous, but a hard listening experience, because of its very modernistic style.",1,test
"I watched the Halloween episode...oh my god I wanted to die. The acting was just awful. The lines were uttered with absolutely no conviction. Its a bad idea for a show as well, I mean who would watch some web show like that in real life? Miranda Cosgrove was great in a supporting role in Drake and Josh but doesn't have the force of character to anchor her own show. I'm even more upset because her leaving is a major reason why Drake and Josh ended. She was approached with her own show...she jumped ship on Drake and Josh. They then decided that maybe they would do a thing with Drake and Josh moving to college, thereby explaining the loss of Meagan as a character but Drake had already had thoughts of moving on to bigger and better things and he figured if Miranda did it why couldn't he. The best part of the show was the theme song... a catchy, good tune in a mire of mediocrity. Of course Drake Bell was dubbing Miranda's voice for the whole thing and wrote the tune...",0,test
"This movie was Hilarious! It occasionally went too far, but isn't that what we expect from them? The theater roared with laughter and ooooooed at all the incredibly crazy stunts. It's rude, crude, and occasionally frighteningly intense. The whole gang is back and even more out of their minds, which in turn provides for some great entertainment. I don't want to give anything away, but the little snippets of clips going around the net are nothing compared to what comes after. <br /><br />This is a great movie to go see with friends. Try to see it with a big crowd. You will not be disappointed. Just don't go with anyone who can't take it (see above). It will not go over well, you can be sure of that. But that's pretty obvious in the first place. If you enjoyed the first one, you will loooooove this one.",1,test
"Except for the Brady Variety Hour, this was some of the hokiest television I've seen in a while. The video production qualities weren't too bad, but the overall look and feel were unmistakeably early 80's. And Marie Osmond looks like she did battle with the Avon Lady.. and lost big time. WAY too much eyeliner.<br /><br />It was kind of embarrassing to watch veterans Danny Kaye and Eric Severeid take part in this. Even more interesting was watching Alex Haley talk about the African Pavillion in World Showcase that would be opening 'in about a year.'<br /><br />As of this writing it is 17 years later and it hasn't opened yet (Unless you count Disney's Animal Kingdom.) All in all though, for all the shortcomings, this still an interesting visual piece of Disney history.",0,train
"In 1242, Russia in being invaded by two sides: from the orient by the Mongols and from Europe side, by the Germans Teutonic Knights of the Holy Roman Empire. The city of Novgorod is the last free city in Russia. The population, in order to organize the defense of Novgorod and the lands of Russia, calls the Prince Aleksandr Nevsky, who had defeated the Swedish in a previous battle. His successful strategy defeats the Germans, after a great battle on a frozen lake. This movie was made in 1938 due to the threaten of the German to Russia, in a pre-Second World War period. The idea was to make propaganda pro-Russia. However, it is an overwhelming, marvelous, stunning powerful masterpiece. It is amazing the combat scene on the frozen lake. The present generation is very accustomed to special effects, like in the `Lord of the Rings' trilogy, and maybe cannot understand how fantastic is this black and white fight. If the viewer can forget the ideology and watch it as an art, he will certainly be astonished in the end with such a masterpiece. My vote is ten.<br /><br />Title (Brazil): Alexander Nevsky",1,test
"Many people here say that this show is for kids only. Hm, when I was a kid (approximately 7-9 years old) I watched this show first. It was disgusting for me. I talked with other kids about this and, sure, other shows and know what? This was the measure of disguise, whenever we wanted to emphasize something's silliness (either on TV or anything else) we said ""Uh, just like Power Rangers"" and laughed. <br /><br />And before visiting this site I could not imagine that there actually are fans of MMPR. It was so strange for me that I decided to watch it again and try to understand why people like it. I did not enjoy that viewing. But it dawned upon me: maybe I have not enough imagination? It may be. However this argument is not sufficient for me to rate it more than 1 star.",0,train
"I'm usually not inclined to write reviews about films I don't think deserve a mention. But, in the quest to grow as a writer and film critic, I feel it is important to express my thoughts when I DON'T like a film. ""Queen of the Damned"" is one of those films.<br /><br />Anne Rice's popular horror stories of Lestat, a bisexual Vampire, first took to the screen in 1994 in the successful ""An Interview With A Vampire"". Starring two of Hollywood's biggest heavyweights in Tom Cruise and Brad Pitt, the film's stylish aesthetic and gothic mise en scene captured the audience. While it may have been a case of style way over substance, there was something about it that worked, despite its chessiness (I have never been that enamoured with the Vampire genre in general).<br /><br />Since that time Brad Pitt and Tom Cruise have gone on to much bigger things. It's likely both would have roared with laughter when asked to appear in a sequel. They would have been laughing even harder when they saw the final outcome. ""Queen of the Damned"" typifies the type of cr*p Hollywood is content to put out at a low cost with the hope of earning a quick buck thanks to an average soundtrack and big marketing campaign aimed at 13 to 17 year olds.<br /><br />Needless to say this film is terrible from the start. Lestat, now played by Brit Stuart Townsend of ""Shooting Fish"" fame, awakens from his dark grave to the sound of... you guessed it, Nu-Metal. He freaks out some confused punkish musicians and joins their band, under the proviso that he only appear at night, what with the sun burning his skin and all during the day...<br /><br />Jesse (Marguerite Moreau), a student studying the paranormal (Vampire Studies 101 perhaps?), tries to find out if Lestat really is who he says he is. Along the way she falls for him (something to do with her odd past), but has a little competition in Queen Akasha (Aaliyah), a Vampire demon queen who is returning from the underworld to acquire Lestat as her chosen King.<br /><br />The film is shamefully self-indulgant, yet its campy tone leaves some room for its depreciating humour. Anybody who sees this film for anything but a good laugh needs to see more films in general! Watching Townsend is enjoyable. He knows the role is utterly over the top and does his best to walk the tightrope between utter hamming and serious acting. The late Aaliyah is, unfortunately, terrible in the title role. She has minimal screentime, and what she does have she does not use to the fullest. The poor makeup and special effects do not help; at times she sounds like she's talking through a voicebox.<br /><br />It is rumoured that this film was heading straight to video until Aaliyah's untimely death last year. With the possibility for people to see her final film, Warner Bros put this out to a general release. Otherwise this would have been one of those movies you see on the shelf at video shops but avoid because you can tell it is going to be simply terrible.<br /><br />No doubt films like this will continue to be made. Look at the spate of teen rom-com rip offs around or the spoofing of that genre itself with films like ""Not Another Teen Movie"". If there is a market to exploit Hollywood will do so.<br /><br />The biggest issue I have with this film is not the film itself. Hollywood is about making money, so if there is a market for this film then they will pursue it. That's business. But what concerns me the most is that people will actively go out to the cinema and pay money to watch it! I guess that's the biggest argument in the world of cinema: is film art first and entertainment second, or is it the other way around? The only people who can decide that is the audience. If you like and are intrigued by good films, stay clear of this turkey.",0,test
"Roman Polanski plays Trelkovsky who rents an apartment in France.The previous tenant is in a hospital after a suicide attempt.He goes to see her there where he also meets Stella (Isabelle Adjani), the friend of Simone.He and Stella become pretty close.Later Simone dies.Trelkovsky begins to think the landlord and the neighbors are trying to change him into Simone so that eventually he would also jump out of the window.Le Locataire (The Tenant) from 1976 is the last film of Polanski's apartment trilogy.The previous ones were Repulsion and Rosemary's Baby.Roman Polanski does not do good job only as the director but his acting is also superb.Isabelle Adjani with her big glasses is wonderful.The landlord, Monsieur Zy is played by the great Melvyn Douglas.Jo Van Fleet plays Madame Dioz.The fantastic Shelley Winters is The Concierge.The Tenant is something very scary from time to time.It gives a lot of that psychological scare.This film is not the easiest one to understand or explain but that makes it all so fascinating.",1,train
"I had numerous problems with this film.<br /><br />It contains some basic factual information concerning quantum mechanics, which is fine. Although quantum physics has been around for over 50 years, the film presents this information in a grandiose way that seems to be saying: ""Aren't you just blown away by this!"" Well, not really. These aren't earth shattering revelations anymore. At any rate, I was already familiar with quantum theory, and the fact that particles have to be described by wave equations, etc. is not new.<br /><br />The main problem I have with this movie, however, is the way these people use quantum theory as a way of providing a scientific basis for mysticism and spiritualism. I don't have any serious problem with mysticism and spiritualism, but quantum mechanics doesn't really have anything to do with these things, and it should be kept separate. The people they interviewed for this movie start with the ideas of quantum theory and then make the leap to say that simply by thinking about something you can alter the matter around you, hence we should think positively so as to have a positive impact on the world and make our lives better. The reasoning is completely ridiculous, and the conclusions do not logically follow from quantum theory. For every so called ""expert"" that they interviewed for this film, there are scores of theoretically physicists who would completely disagree. They would point out, quite rightly, that the unpredictability of the subatomic world does not lend support to mystical notions about our spiritual connectedness.<br /><br />It disturbs me that people are going to see this film and completely eat it up because it leaves them with a nice positive feeling. The main thrust of the film is based on a total misinterpretation of quantum theory, and it is as bad in its reasoning as any attempt to justify organized religion with similar pseudo-scientific arguments.<br /><br />Avoid this film.<br /><br />Oh yeah. At one point, one of the ""experts"" says that since throughout history most of the assumptions people have made about the world turned out to be false, therefore the assumptions we currently hold about the world are also likely to be false. Huh? That totally does not follow. And even if it did, I don't see how that helps his argument. I mean, if his ideas ever became common assumptions then I guess we would have to assume that they are false too, based on his own reasoning.",0,train
"It had potential...it really did. But there is so much about the movie that was ridiculous and laughable. I'm a horror movie weenie and I thought it was stupid; as did my 13-year old! I was expecting to be at least creeped-out. And, yes, the gross-factor of the vines squirming in the people was there; however, the lead-up to getting to the ruins is just dumb, dumb, dumb.<br /><br />I mean really who goes on a hike...in a jungle... with a total stranger... with a little water and a few snacks...IN FLIP FLOPS, NO LESS?! Puh-lease! Better still who goes to a foreign country and leaves the tourist area without an interpreter or being able to speak a bit of the language? Are these people complete morons?<br /><br />The German's brother isn't heard from and he doesn't call for assistance? Who doesn't do that? He just finds some Greeks and Americans to go on a little search and find?",0,test
"I happened on ""Shower"" in the foreign film section of my local video store and passed it over several times since from its cover it looked like a farce or comedy. I then lucked into a copy to purchase at economical price and am happy for my luck. ""Shower"" is the story of three(3) men, a father and two(2) adult sons, each coming to terms with life changes as the world around them also continues to change in modern China. As with many ""foreign"" films, the Chinese culture itself is one of the most interesting facets of this movie.<br /><br />Beyond the fascinating characteristics of the local, Chinese color giving the setting to this story, is the difficult yet touching relationships between the men and a sole woman involved in the story, all set against the backdrop of a village bathhouse.<br /><br />The family's story moves from estrangement to understanding and made me glad I came to know these people. Added to the main story are the numerous small characters, bathhouse customers, and their individual conflicts and friendships. ""Shower"" is a film one walks away from smiling and touched by its warmth and humanity.",1,train
"OK look this show is the worst show on nick@ night. I love so many shows on nick@night and I love them. When this show came on to nick@night I was so annoyed. It's such a boring show and it is corny. Out of all the times I've watched I found one episode slightly funny. This show has some of the most unfunny and stupid jokes ever. This show sums up to terrible. Give props to Fresh Prince of Bel-air and George Lopez. This show is boring and not the least bit clever. This show should have been canceled much earlier. I don't think it deserves to be played on nick@night alongside some great classic shows. This show is lacking cleverness, good jokes, and style.",0,test
"Silent Night, Deadly Night 5 is the very last of the series, and like part 4, it's unrelated to the first three except by title and the fact that it's a Christmas-themed horror flick.<br /><br />Except to the oblivious, there's some obvious things going on here...Mickey Rooney plays a toymaker named Joe Petto and his creepy son's name is Pino. Ring a bell, anyone? Now, a little boy named Derek heard a knock at the door one evening, and opened it to find a present on the doorstep for him. Even though it said ""don't open till Christmas"", he begins to open it anyway but is stopped by his dad, who scolds him and sends him to bed, and opens the gift himself. Inside is a little red ball that sprouts Santa arms and a head, and proceeds to kill dad. Oops, maybe he should have left well-enough alone. Of course Derek is then traumatized by the incident since he watched it from the stairs, but he doesn't grow up to be some killer Santa, he just stops talking.<br /><br />There's a mysterious stranger lurking around, who seems very interested in the toys that Joe Petto makes. We even see him buying a bunch when Derek's mom takes him to the store to find a gift for him to bring him out of his trauma. And what exactly is this guy doing? Well, we're not sure but he does seem to be taking these toys apart to see what makes them tick. He does keep his landlord from evicting him by promising him to pay him in cash the next day and presents him with a ""Larry the Larvae"" toy for his kid, but of course ""Larry"" is not a good toy and gets out of the box in the car and of course, well, things aren't pretty.<br /><br />Anyway, eventually what's going on with Joe Petto and Pino is of course revealed, and as with the old story, Pino is not a ""real boy"". Pino is probably even more agitated and naughty because he suffers from ""Kenitalia"" (a smooth plastic crotch) so that could account for his evil ways. And the identity of the lurking stranger is revealed too, and there's even kind of a happy ending of sorts. Whee.<br /><br />A step up from part 4, but not much of one. Again, Brian Yuzna is involved, and Screaming Mad George, so some decent special effects, but not enough to make this great. A few leftovers from part 4 are hanging around too, like Clint Howard and Neith Hunter, but that doesn't really make any difference. Anyway, I now have seeing the whole series out of my system. Now if I could get some of it out of my brain. 4 out of 5.",0,train
